type,sex, age, ecactivity, worktype, commutetime, town,x,y
54200,F,74,retired,undef,not commuting,586561,-574581,-1.19894e+06
54201,M,37,working,agriculture,less than 15min,586561,-574778,-1.19862e+06
54202,F,31,working,industry,60 to 90 mins,586561,-574778,-1.19862e+06
54203,M,2,at home,undef,not commuting,586561,-574778,-1.19862e+06
54204,F,75,retired,undef,not commuting,586561,-574653,-1.19858e+06
54205,F,16,student,undef,less than 15min,586561,-574653,-1.19858e+06
54206,F,43,working,industry,15 to 30 min,586561,-574653,-1.19858e+06
54207,F,51,working,health,less than 15min,586561,-574333,-1.19904e+06
54208,F,59,at home,undef,not commuting,586561,-574478,-1.19852e+06
54209,M,27,at home,undef,not commuting,586561,-574530,-1.19884e+06
54210,M,60,working,agriculture,not commuting,586561,-574830,-1.19867e+06
54211,M,29,at home,undef,not commuting,586561,-574373,-1.19901e+06
54212,F,28,working,eatinghousing,30 to 45 mins,586561,-574373,-1.19901e+06
54213,M,7,student,undef,not commuting,586561,-574373,-1.19901e+06
54214,F,5,at home,undef,not commuting,586561,-574373,-1.19901e+06
54215,M,33,working,banks,30 to 45 mins,586561,-574530,-1.19884e+06
54216,F,5,at home,undef,not commuting,586561,-574530,-1.19884e+06
54217,M,2,at home,undef,not commuting,586561,-574530,-1.19884e+06
54218,F,30,working,eatinghousing,not commuting,586561,-574530,-1.19884e+06
54219,F,74,retired,undef,not commuting,586561,-574575,-1.19891e+06
54220,M,57,working,tradeandmoto,not commuting,586561,-574575,-1.19891e+06
54221,M,56,working,tradeandmoto,not commuting,586561,-574069,-1.19917e+06
54222,M,50,at home,undef,not commuting,586561,-574069,-1.19917e+06
54223,F,51,working,publicsector,not commuting,586561,-574069,-1.19917e+06
54224,M,10,student,undef,not commuting,586561,-574069,-1.19917e+06
54225,F,29,at home,undef,not commuting,586561,-574308,-1.19907e+06
54226,M,5,at home,undef,not commuting,586561,-574308,-1.19907e+06
54227,M,8,student,undef,not commuting,586561,-574308,-1.19907e+06
54228,M,29,at home,undef,not commuting,586561,-574308,-1.19907e+06
54229,F,83,retired,undef,not commuting,586561,-574288,-1.19905e+06
54230,M,47,working,construction,not commuting,586561,-574288,-1.19905e+06
54231,F,46,at home,undef,not commuting,586561,-574288,-1.19905e+06
54232,F,11,student,undef,not commuting,586561,-574288,-1.19905e+06
54233,M,40,working,agriculture,not commuting,586561,-574288,-1.19905e+06
54234,F,39,at home,undef,not commuting,586561,-574288,-1.19905e+06
54235,M,7,student,undef,not commuting,586561,-574288,-1.19905e+06
54236,F,65,retired,undef,not commuting,586561,-574288,-1.19905e+06
54237,F,63,retired,undef,not commuting,586561,-575127,-1.1989e+06
54238,M,66,retired,undef,not commuting,586561,-575127,-1.1989e+06
54239,F,91,retired,undef,not commuting,586561,-575126,-1.19894e+06
54240,F,31,working,industry,30 to 45 mins,586561,-575127,-1.1989e+06
54241,M,83,retired,undef,not commuting,586561,-574090,-1.19917e+06
54242,F,80,retired,undef,not commuting,586561,-574090,-1.19917e+06
54243,F,33,at home,undef,not commuting,586561,-574199,-1.19914e+06
54244,F,65,retired,undef,not commuting,586561,-574199,-1.19914e+06
54245,M,67,retired,undef,not commuting,586561,-574199,-1.19914e+06
54246,F,50,working,industry,30 to 45 mins,586561,-574284,-1.19841e+06
54247,F,28,at home,undef,not commuting,586561,-574284,-1.19841e+06
54248,F,1,at home,undef,not commuting,586561,-574284,-1.19841e+06
54249,M,31,working,industry,not commuting,586561,-574284,-1.19841e+06
54250,M,24,at home,undef,not commuting,586561,-574284,-1.19841e+06
54251,M,59,working,industry,not commuting,586561,-574284,-1.19841e+06
54252,F,50,working,transportation,less than 15min,586561,-574199,-1.19914e+06
54253,M,23,working,industry,not commuting,586561,-574343,-1.19899e+06
54254,F,47,at home,undef,not commuting,586561,-574343,-1.19899e+06
54255,M,57,working,publicsector,not commuting,586561,-574173,-1.19921e+06
54256,F,53,working,agriculture,15 to 30 min,586561,-574173,-1.19921e+06
54257,F,23,at home,undef,not commuting,586561,-574173,-1.19921e+06
54258,M,19,at home,undef,not commuting,586561,-574475,-1.19899e+06
54259,F,48,working,adminetc,not commuting,586561,-574475,-1.19899e+06
54260,M,56,at home,undef,not commuting,586561,-574475,-1.19899e+06
54261,M,10,student,undef,not commuting,586561,-575127,-1.1989e+06
54262,F,4,at home,undef,not commuting,586561,-575127,-1.1989e+06
54263,M,36,working,tradeandmoto,not commuting,586561,-575127,-1.1989e+06
54264,F,61,retired,undef,not commuting,586561,-575127,-1.1989e+06
54265,F,36,working,industry,not commuting,586561,-575127,-1.1989e+06
54266,F,57,at home,undef,not commuting,586561,-575007,-1.19876e+06
54267,M,27,at home,undef,not commuting,586561,-575007,-1.19876e+06
54268,M,58,working,agriculture,not commuting,586561,-575007,-1.19876e+06
54269,F,79,retired,undef,not commuting,586561,-574895,-1.19874e+06
54270,M,68,retired,undef,not commuting,586561,-574540,-1.19897e+06
54271,F,68,retired,undef,not commuting,586561,-574540,-1.19897e+06
54272,M,58,working,industry,not commuting,586561,-573948,-1.19938e+06
54273,F,57,at home,undef,not commuting,586561,-573948,-1.19938e+06
54274,F,42,working,eatinghousing,15 to 30 min,586561,-574348,-1.19903e+06
54275,M,45,working,industry,less than 15min,586561,-574348,-1.19903e+06
54276,M,12,student,undef,not commuting,586561,-574348,-1.19903e+06
54277,F,14,student,undef,not commuting,586561,-575127,-1.1989e+06
54278,M,69,retired,undef,not commuting,586561,-575127,-1.1989e+06
54279,F,62,retired,undef,not commuting,586561,-575127,-1.1989e+06
54280,M,42,working,industry,not commuting,586561,-575127,-1.1989e+06
54281,M,16,student,undef,less than 15min,586561,-574632,-1.19857e+06
54282,F,49,working,construction,not commuting,586561,-574632,-1.19857e+06
54283,M,2,at home,undef,not commuting,586561,-574570,-1.19858e+06
54284,F,6,student,undef,not commuting,586561,-574570,-1.19858e+06
54285,M,35,working,agriculture,not commuting,586561,-574570,-1.19858e+06
54286,F,33,at home,undef,not commuting,586561,-574570,-1.19858e+06
54287,F,54,at home,undef,not commuting,586561,-573953,-1.19935e+06
54288,M,57,working,industry,not commuting,586561,-573953,-1.19935e+06
54289,M,25,working,transportation,not commuting,586561,-574984,-1.19879e+06
54290,F,47,working,health,not commuting,586561,-574984,-1.19879e+06
54291,M,50,working,construction,not commuting,586561,-574984,-1.19879e+06
54292,M,11,student,undef,not commuting,586561,-574625,-1.19877e+06
54293,M,53,working,agriculture,not commuting,586561,-574625,-1.19877e+06
54294,F,33,at home,undef,not commuting,586561,-574625,-1.19877e+06
54295,F,52,working,eatinghousing,not commuting,586561,-574625,-1.19877e+06
54296,M,8,student,undef,not commuting,586561,-574361,-1.19902e+06
54297,M,11,student,undef,not commuting,586561,-574361,-1.19902e+06
54298,F,36,working,industry,not commuting,586561,-574361,-1.19902e+06
54299,M,68,retired,undef,not commuting,586561,-574361,-1.19902e+06
54300,M,38,working,construction,15 to 30 min,586561,-574361,-1.19902e+06
54301,F,88,retired,undef,not commuting,586561,-574308,-1.19907e+06
54302,F,60,retired,undef,not commuting,586561,-574308,-1.19907e+06
54303,F,79,retired,undef,not commuting,586561,-574585,-1.19878e+06
54304,M,83,retired,undef,not commuting,586561,-574585,-1.19878e+06
54305,F,70,retired,undef,not commuting,586561,-574465,-1.1989e+06
54306,M,71,retired,undef,not commuting,586561,-574465,-1.1989e+06
54307,M,63,retired,undef,not commuting,586561,-574581,-1.19894e+06
54308,F,60,retired,undef,not commuting,586561,-574581,-1.19894e+06
54309,F,10,student,undef,not commuting,586561,-574595,-1.19877e+06
54310,F,38,at home,undef,not commuting,586561,-574595,-1.19877e+06
54311,M,9,student,undef,not commuting,586561,-574595,-1.19877e+06
54312,M,20,at home,undef,not commuting,586561,-574595,-1.19877e+06
54313,M,45,at home,undef,not commuting,586561,-574595,-1.19877e+06
54314,M,48,working,industry,45 to 60 mins,586561,-574465,-1.1989e+06
54315,F,45,working,construction,15 to 30 min,586561,-574465,-1.1989e+06
54316,F,20,at home,undef,not commuting,586561,-574465,-1.1989e+06
54317,M,27,working,tradeandmoto,15 to 30 min,586561,-574465,-1.1989e+06
54318,M,26,working,tradeandmoto,not commuting,586561,-574465,-1.1989e+06
54319,F,67,retired,undef,not commuting,586561,-574602,-1.19875e+06
54320,M,69,retired,undef,not commuting,586561,-574501,-1.1989e+06
54321,F,38,working,publicsector,not commuting,586561,-574501,-1.1989e+06
54322,M,42,working,industry,not commuting,586561,-574501,-1.1989e+06
54323,M,15,student,undef,less than 15min,586561,-574501,-1.1989e+06
54324,F,18,student,undef,15 to 30 min,586561,-574501,-1.1989e+06
54325,F,48,working,transportation,not commuting,586561,-574341,-1.19901e+06
54326,M,52,working,publicsector,30 to 45 mins,586561,-574341,-1.19901e+06
54327,M,45,working,industry,not commuting,586561,-574272,-1.19911e+06
54328,F,18,student,undef,15 to 30 min,586561,-574272,-1.19911e+06
54329,F,42,at home,undef,not commuting,586561,-574272,-1.19911e+06
54330,M,22,working,industry,not commuting,586561,-574272,-1.19911e+06
54331,F,69,retired,undef,not commuting,586561,-574934,-1.19871e+06
54332,F,52,working,industry,not commuting,586561,-574070,-1.19923e+06
54333,M,17,student,undef,less than 15min,586561,-574070,-1.19923e+06
54334,F,27,at home,undef,not commuting,586561,-574070,-1.19923e+06
54335,M,56,working,eatinghousing,not commuting,586561,-574070,-1.19923e+06
54336,F,39,at home,undef,not commuting,586561,-574023,-1.19929e+06
54337,M,21,at home,undef,not commuting,586561,-574023,-1.19929e+06
54338,M,47,at home,undef,not commuting,586561,-574023,-1.19929e+06
54339,M,31,working,industry,not commuting,586561,-574218,-1.19917e+06
54340,M,8,student,undef,not commuting,586561,-574218,-1.19917e+06
54341,F,3,at home,undef,not commuting,586561,-574218,-1.19917e+06
54342,F,10,student,undef,not commuting,586561,-574218,-1.19917e+06
54343,F,29,at home,undef,not commuting,586561,-574218,-1.19917e+06
54344,M,45,working,industry,not commuting,586561,-574172,-1.19926e+06
54345,M,36,at home,undef,not commuting,586561,-574620,-1.19873e+06
54346,M,5,at home,undef,not commuting,586561,-574620,-1.19873e+06
54347,F,34,at home,undef,not commuting,586561,-574620,-1.19873e+06
54348,M,11,student,undef,not commuting,586561,-574620,-1.19873e+06
54349,F,33,at home,undef,not commuting,586561,-573965,-1.19938e+06
54350,M,34,working,industry,not commuting,586561,-573965,-1.19938e+06
54351,M,11,student,undef,not commuting,586561,-573965,-1.19938e+06
54352,M,5,at home,undef,not commuting,586561,-573965,-1.19938e+06
54353,M,76,retired,undef,not commuting,586561,-574778,-1.19862e+06
54354,F,75,retired,undef,not commuting,586561,-574778,-1.19862e+06
54355,M,61,retired,undef,not commuting,586561,-574137,-1.1992e+06
54356,F,55,at home,undef,not commuting,586561,-574137,-1.1992e+06
54357,F,25,at home,undef,not commuting,586561,-574250,-1.19904e+06
54358,M,22,at home,undef,not commuting,586561,-574250,-1.19904e+06
54359,F,47,working,industry,not commuting,586561,-574250,-1.19904e+06
54360,M,50,working,health,not commuting,586561,-574250,-1.19904e+06
54361,F,20,at home,undef,not commuting,586561,-574250,-1.19904e+06
54362,M,11,student,undef,not commuting,586561,-574653,-1.19858e+06
54363,M,41,working,education,15 to 30 min,586561,-574653,-1.19858e+06
54364,F,39,working,industry,less than 15min,586561,-574653,-1.19858e+06
54365,M,49,working,industry,not commuting,586561,-574743,-1.19867e+06
54366,M,26,working,transportation,15 to 30 min,586561,-574743,-1.19867e+06
54367,M,24,at home,undef,not commuting,586561,-574743,-1.19867e+06
54368,F,44,working,industry,30 to 45 mins,586561,-574743,-1.19867e+06
54369,F,73,retired,undef,not commuting,586561,-574743,-1.19867e+06
54370,M,77,retired,undef,not commuting,586561,-574501,-1.1989e+06
54371,F,74,retired,undef,not commuting,586561,-574501,-1.1989e+06
54372,F,65,retired,undef,not commuting,586561,-573918,-1.19934e+06
54373,M,66,retired,undef,not commuting,586561,-573918,-1.19934e+06
54374,F,15,student,undef,30 to 45 mins,586561,-574625,-1.19877e+06
54375,F,42,at home,undef,not commuting,586561,-574625,-1.19877e+06
54376,M,46,working,industry,30 to 45 mins,586561,-574625,-1.19877e+06
54377,F,61,retired,undef,not commuting,586561,-575126,-1.19894e+06
54378,M,69,retired,undef,not commuting,586561,-575126,-1.19894e+06
54379,F,27,at home,undef,not commuting,586561,-574349,-1.19911e+06
54380,F,54,working,industry,not commuting,586561,-574349,-1.19911e+06
54381,M,26,working,construction,not commuting,586561,-574349,-1.19911e+06
54382,M,55,working,construction,not commuting,586561,-574349,-1.19911e+06
54383,M,1,at home,undef,not commuting,586561,-574349,-1.19911e+06
54384,M,50,working,it,not commuting,586561,-574105,-1.19923e+06
54385,M,55,working,construction,not commuting,586561,-574471,-1.19849e+06
54386,M,28,working,tradeandmoto,not commuting,586561,-574471,-1.19849e+06
54387,F,55,working,tradeandmoto,not commuting,586561,-574471,-1.19849e+06
54388,F,73,retired,undef,not commuting,586561,-574603,-1.19879e+06
54389,M,74,retired,undef,not commuting,586561,-574603,-1.19879e+06
54390,F,63,retired,undef,not commuting,586561,-574478,-1.19852e+06
54391,F,23,at home,undef,not commuting,586561,-574478,-1.19852e+06
54392,M,72,retired,undef,not commuting,586561,-574478,-1.19852e+06
54393,M,55,at home,undef,not commuting,586561,-575078,-1.19887e+06
54394,M,26,working,industry,not commuting,586561,-575078,-1.19887e+06
54395,M,15,working,agriculture,not commuting,586561,-575078,-1.19887e+06
54396,F,65,retired,undef,not commuting,586561,-574199,-1.19914e+06
54397,M,68,retired,undef,not commuting,586561,-574199,-1.19914e+06
54398,M,5,at home,undef,not commuting,586561,-574460,-1.19905e+06
54399,M,34,working,industry,not commuting,586561,-574460,-1.19905e+06
54400,M,10,student,undef,not commuting,586561,-574460,-1.19905e+06
54401,F,34,at home,undef,not commuting,586561,-574460,-1.19905e+06
54402,M,15,working,industry,not commuting,586561,-574663,-1.19867e+06
54403,M,13,student,undef,not commuting,586561,-574663,-1.19867e+06
54404,F,60,retired,undef,not commuting,586561,-574663,-1.19867e+06
54405,M,36,working,industry,15 to 30 min,586561,-574663,-1.19867e+06
54406,F,34,at home,undef,not commuting,586561,-574663,-1.19867e+06
54407,M,65,retired,undef,not commuting,586561,-574663,-1.19867e+06
54408,M,72,retired,undef,not commuting,586561,-574952,-1.19877e+06
54409,F,66,retired,undef,not commuting,586561,-574952,-1.19877e+06
54410,F,86,retired,undef,not commuting,586561,-574952,-1.19877e+06
54411,M,64,working,tradeandmoto,not commuting,586561,-574280,-1.19895e+06
54412,F,9,student,undef,not commuting,586561,-574280,-1.19895e+06
54413,M,2,at home,undef,not commuting,586561,-574280,-1.19895e+06
54414,M,7,student,undef,not commuting,586561,-574280,-1.19895e+06
54415,M,31,working,industry,not commuting,586561,-574280,-1.19895e+06
54416,F,35,working,tradeandmoto,45 to 60 mins,586561,-574280,-1.19895e+06
54417,F,63,working,industry,30 to 45 mins,586561,-574280,-1.19895e+06
54418,M,31,working,it,not commuting,586561,-574585,-1.19878e+06
54419,F,28,working,industry,30 to 45 mins,586561,-574585,-1.19878e+06
54420,M,1,at home,undef,not commuting,586561,-574585,-1.19878e+06
54421,M,73,working,construction,15 to 30 min,586561,-574280,-1.19895e+06
54422,F,71,retired,undef,not commuting,586561,-574280,-1.19895e+06
54423,F,82,retired,undef,not commuting,586561,-574913,-1.19875e+06
54424,M,64,working,industry,15 to 30 min,586561,-575935,-1.19934e+06
54425,F,43,working,transportation,not commuting,586561,-574830,-1.19867e+06
54426,M,18,student,undef,15 to 30 min,586561,-574830,-1.19867e+06
54427,F,23,working,industry,not commuting,586561,-574830,-1.19867e+06
54428,M,46,working,construction,not commuting,586561,-574830,-1.19867e+06
54429,M,20,working,tradeandmoto,30 to 45 mins,586561,-574173,-1.19921e+06
54430,M,66,retired,undef,not commuting,586561,-574173,-1.19921e+06
54431,F,13,student,undef,not commuting,586561,-574173,-1.19921e+06
54432,F,42,working,industry,not commuting,586561,-574173,-1.19921e+06
54433,F,66,retired,undef,not commuting,586561,-574173,-1.19921e+06
54434,F,39,working,industry,not commuting,586561,-574683,-1.1986e+06
54435,M,44,working,health,not commuting,586561,-574683,-1.1986e+06
54436,M,12,student,undef,not commuting,586561,-574683,-1.1986e+06
54437,F,8,student,undef,not commuting,586561,-574683,-1.1986e+06
54438,F,6,student,undef,not commuting,586561,-574498,-1.1985e+06
54439,F,37,working,tradeandmoto,not commuting,586561,-574498,-1.1985e+06
54440,F,12,student,undef,not commuting,586561,-574498,-1.1985e+06
54441,M,8,student,undef,not commuting,586561,-574498,-1.1985e+06
54442,M,42,working,industry,not commuting,586561,-574498,-1.1985e+06
54443,F,63,retired,undef,not commuting,586561,-574062,-1.19931e+06
54444,F,35,working,construction,not commuting,586561,-574062,-1.19931e+06
54445,M,62,retired,undef,not commuting,586561,-574544,-1.19886e+06
54446,F,58,at home,undef,not commuting,586561,-574544,-1.19886e+06
54447,M,47,working,adminetc,not commuting,586561,-573940,-1.19929e+06
54448,M,64,retired,undef,not commuting,586561,-574885,-1.19873e+06
54449,F,65,retired,undef,not commuting,586561,-574885,-1.19873e+06
54450,F,36,working,eatinghousing,30 to 45 mins,586561,-574449,-1.19906e+06
54451,M,5,at home,undef,not commuting,586561,-574449,-1.19906e+06
54452,M,2,at home,undef,not commuting,586561,-574449,-1.19906e+06
54453,M,31,working,industry,not commuting,586561,-574449,-1.19906e+06
54454,F,81,retired,undef,not commuting,586561,-574373,-1.19844e+06
54455,F,31,at home,undef,not commuting,586561,-574256,-1.1984e+06
54456,F,61,retired,undef,not commuting,586561,-574256,-1.1984e+06
54457,M,65,retired,undef,not commuting,586561,-574256,-1.1984e+06
54458,F,75,retired,undef,not commuting,586561,-574284,-1.19841e+06
54459,F,31,working,construction,45 to 60 mins,586561,-574284,-1.19841e+06
54460,F,79,retired,undef,not commuting,586561,-574740,-1.19862e+06
54461,M,51,working,industry,not commuting,586561,-574311,-1.19842e+06
54462,M,56,at home,undef,not commuting,586561,-574970,-1.19878e+06
54463,F,8,student,undef,not commuting,586561,-575127,-1.1989e+06
54464,M,5,at home,undef,not commuting,586561,-575127,-1.1989e+06
54465,F,33,working,tradeandmoto,30 to 45 mins,586561,-575127,-1.1989e+06
54466,M,40,working,industry,not commuting,586561,-575127,-1.1989e+06
54467,M,1,at home,undef,not commuting,586561,-574244,-1.1991e+06
54468,F,6,student,undef,not commuting,586561,-574244,-1.1991e+06
54469,F,35,working,health,45 to 60 mins,586561,-574244,-1.1991e+06
54470,F,8,student,undef,not commuting,586561,-574244,-1.1991e+06
54471,M,38,working,industry,not commuting,586561,-574244,-1.1991e+06
54472,F,63,retired,undef,not commuting,586561,-574069,-1.19917e+06
54473,M,65,retired,undef,not commuting,586561,-574069,-1.19917e+06
54474,M,5,at home,undef,not commuting,586561,-574596,-1.19856e+06
54475,M,39,at home,undef,not commuting,586561,-574596,-1.19856e+06
54476,F,4,at home,undef,not commuting,586561,-574596,-1.19856e+06
54477,F,36,working,industry,not commuting,586561,-574596,-1.19856e+06
54478,F,53,working,transportation,not commuting,586561,-574663,-1.19867e+06
54479,M,24,at home,undef,not commuting,586561,-574663,-1.19867e+06
54480,M,50,working,tradeandmoto,not commuting,586561,-574663,-1.19867e+06
54481,F,58,working,industry,15 to 30 min,586561,-574008,-1.19931e+06
54482,M,62,retired,undef,not commuting,586561,-574008,-1.19931e+06
54483,F,25,at home,undef,not commuting,586561,-574363,-1.19894e+06
54484,F,49,working,industry,not commuting,586561,-574363,-1.19894e+06
54485,M,53,working,transportation,less than 15min,586561,-574363,-1.19894e+06
54486,M,52,working,industry,not commuting,586561,-574579,-1.19854e+06
54487,M,28,working,industry,not commuting,586561,-574579,-1.19854e+06
54488,F,48,working,publicsector,not commuting,586561,-574579,-1.19854e+06
54489,F,83,retired,undef,not commuting,586561,-574343,-1.19915e+06
54490,M,43,working,industry,not commuting,586561,-574023,-1.19929e+06
54491,F,87,retired,undef,not commuting,586561,-574147,-1.19839e+06
54492,F,30,at home,undef,not commuting,586561,-575126,-1.19894e+06
54493,F,56,working,industry,not commuting,586561,-575126,-1.19894e+06
54494,M,2,at home,undef,not commuting,586561,-575126,-1.19894e+06
54495,F,9,student,undef,not commuting,586561,-573991,-1.19932e+06
54496,M,9,student,undef,not commuting,586561,-573991,-1.19932e+06
54497,M,50,working,banks,45 to 60 mins,586561,-573991,-1.19932e+06
54498,M,24,at home,undef,not commuting,586561,-573991,-1.19932e+06
54499,M,66,retired,undef,not commuting,586561,-575096,-1.1989e+06
54500,M,43,working,industry,not commuting,586561,-575096,-1.1989e+06
54501,M,36,working,industry,not commuting,586561,-574215,-1.19838e+06
54502,F,80,retired,undef,not commuting,586561,-574173,-1.19921e+06
54503,F,76,retired,undef,not commuting,586561,-574449,-1.19848e+06
54504,F,76,retired,undef,not commuting,586561,-574470,-1.19903e+06
54505,F,32,at home,undef,not commuting,586561,-574652,-1.19873e+06
54506,M,61,retired,undef,not commuting,586561,-574652,-1.19873e+06
54507,F,59,at home,undef,not commuting,586561,-574652,-1.19873e+06
54508,F,3,at home,undef,not commuting,586561,-574652,-1.19873e+06
54509,M,31,working,construction,less than 15min,586561,-574652,-1.19873e+06
54510,M,46,working,agriculture,not commuting,586561,-574328,-1.19901e+06
54511,F,15,working,tradeandmoto,not commuting,586561,-574328,-1.19901e+06
54512,M,18,student,undef,15 to 30 min,586561,-574328,-1.19901e+06
54513,F,42,working,publicsector,not commuting,586561,-574328,-1.19901e+06
54514,M,15,student,undef,15 to 30 min,586561,-574373,-1.19844e+06
54515,F,39,working,education,not commuting,586561,-574373,-1.19844e+06
54516,M,17,student,undef,not commuting,586561,-574373,-1.19844e+06
54517,M,40,working,agriculture,not commuting,586561,-574373,-1.19844e+06
54518,M,45,working,industry,not commuting,586561,-574166,-1.19918e+06
54519,F,37,working,industry,not commuting,586561,-574166,-1.19918e+06
54520,M,11,student,undef,not commuting,586561,-574166,-1.19918e+06
54521,M,17,working,industry,60 to 90 mins,586561,-574166,-1.19918e+06
54522,F,52,working,tradeandmoto,30 to 45 mins,586561,-574603,-1.19879e+06
54523,M,27,working,publicsector,15 to 30 min,586561,-574023,-1.19929e+06
54524,F,63,retired,undef,not commuting,586561,-574023,-1.19929e+06
54525,M,65,retired,undef,not commuting,586561,-574023,-1.19929e+06
54526,M,52,at home,undef,not commuting,586561,-574328,-1.19901e+06
54527,F,77,retired,undef,not commuting,586561,-574328,-1.19901e+06
54528,F,73,retired,undef,not commuting,586561,-574934,-1.19871e+06
54529,F,75,retired,undef,not commuting,586561,-575096,-1.1989e+06
54530,M,69,retired,undef,not commuting,586561,-574272,-1.19911e+06
54531,F,59,at home,undef,not commuting,586561,-574272,-1.19911e+06
54532,F,58,at home,undef,not commuting,586561,-573950,-1.19928e+06
54533,M,18,student,undef,60 to 90 mins,586561,-573950,-1.19928e+06
54534,F,87,retired,undef,not commuting,586561,-573950,-1.19928e+06
54535,M,45,working,agriculture,45 to 60 mins,586561,-575127,-1.1989e+06
54536,F,70,retired,undef,not commuting,586561,-575127,-1.1989e+06
54537,M,58,working,adminetc,not commuting,586561,-574280,-1.19895e+06
54538,F,26,working,construction,not commuting,586561,-574280,-1.19895e+06
54539,F,52,working,agriculture,not commuting,586561,-574280,-1.19895e+06
54540,M,2,at home,undef,not commuting,586561,-574280,-1.19895e+06
54541,M,34,working,industry,not commuting,586561,-574620,-1.19873e+06
54542,F,4,at home,undef,not commuting,586561,-574620,-1.19873e+06
54543,F,29,at home,undef,not commuting,586561,-574620,-1.19873e+06
54544,M,12,student,undef,not commuting,586561,-574620,-1.19873e+06
54545,F,12,student,undef,not commuting,586561,-575127,-1.1989e+06
54546,M,5,at home,undef,not commuting,586561,-575127,-1.1989e+06
54547,F,37,working,industry,not commuting,586561,-575127,-1.1989e+06
54548,M,37,working,industry,15 to 30 min,586561,-575127,-1.1989e+06
54549,M,69,retired,undef,not commuting,586561,-574081,-1.19925e+06
54550,M,3,at home,undef,not commuting,586561,-574081,-1.19925e+06
54551,F,30,at home,undef,not commuting,586561,-574081,-1.19925e+06
54552,M,3,at home,undef,not commuting,586561,-574449,-1.19848e+06
54553,M,32,working,tradeandmoto,not commuting,586561,-574449,-1.19848e+06
54554,F,6,student,undef,not commuting,586561,-574449,-1.19848e+06
54555,F,31,at home,undef,not commuting,586561,-574449,-1.19848e+06
54556,F,41,working,industry,15 to 30 min,586561,-575096,-1.1989e+06
54557,M,18,student,undef,less than 15min,586561,-575096,-1.1989e+06
54558,F,16,student,undef,30 to 45 mins,586561,-575096,-1.1989e+06
54559,F,75,retired,undef,not commuting,586561,-575096,-1.1989e+06
54560,M,43,working,education,less than 15min,586561,-575096,-1.1989e+06
54561,F,83,retired,undef,not commuting,586561,-574147,-1.19919e+06
54562,F,81,retired,undef,not commuting,586561,-574496,-1.19898e+06
54563,F,69,retired,undef,not commuting,586561,-574999,-1.1988e+06
54564,M,8,student,undef,not commuting,586561,-574544,-1.19882e+06
54565,M,40,working,industry,60 to 90 mins,586561,-574544,-1.19882e+06
54566,F,35,at home,undef,not commuting,586561,-574544,-1.19882e+06
54567,F,45,working,transportation,not commuting,586561,-574288,-1.19905e+06
54568,M,22,at home,undef,not commuting,586561,-574288,-1.19905e+06
54569,M,24,at home,undef,not commuting,586561,-574288,-1.19905e+06
54570,M,47,working,industry,15 to 30 min,586561,-574288,-1.19905e+06
54571,F,18,working,industry,15 to 30 min,586561,-574652,-1.19873e+06
54572,M,44,working,industry,not commuting,586561,-574652,-1.19873e+06
54573,F,37,working,construction,not commuting,586561,-574652,-1.19873e+06
54574,F,13,student,undef,not commuting,586561,-574652,-1.19873e+06
54575,M,66,retired,undef,not commuting,586561,-574274,-1.19907e+06
54576,M,46,working,industry,not commuting,586561,-575127,-1.1989e+06
54577,F,42,working,industry,less than 15min,586561,-575127,-1.1989e+06
54578,F,65,retired,undef,not commuting,586561,-575127,-1.1989e+06
54579,M,19,at home,undef,not commuting,586561,-575127,-1.1989e+06
54580,M,70,retired,undef,not commuting,586561,-575127,-1.1989e+06
54581,F,22,at home,undef,not commuting,586561,-575127,-1.1989e+06
54582,F,57,working,agriculture,not commuting,586561,-575096,-1.1989e+06
54583,M,58,working,industry,not commuting,586561,-575096,-1.1989e+06
54584,M,37,at home,undef,not commuting,586561,-573985,-1.19939e+06
54585,M,29,working,construction,not commuting,586561,-573985,-1.19939e+06
54586,M,62,working,health,not commuting,586561,-573985,-1.19939e+06
54587,F,60,retired,undef,not commuting,586561,-573985,-1.19939e+06
54588,F,18,student,undef,less than 15min,586561,-574069,-1.19917e+06
54589,M,51,working,industry,not commuting,586561,-574069,-1.19917e+06
54590,F,19,working,construction,not commuting,586561,-574069,-1.19917e+06
54591,M,23,at home,undef,not commuting,586561,-574069,-1.19917e+06
54592,F,43,working,industry,30 to 45 mins,586561,-574069,-1.19917e+06
54593,M,41,working,industry,not commuting,586561,-574460,-1.19905e+06
54594,F,21,at home,undef,not commuting,586561,-574460,-1.19905e+06
54595,F,40,working,agriculture,less than 15min,586561,-574460,-1.19905e+06
54596,F,17,student,undef,15 to 30 min,586561,-574460,-1.19905e+06
54597,M,16,working,tradeandmoto,not commuting,586561,-574602,-1.19875e+06
54598,M,39,working,industry,not commuting,586561,-574602,-1.19875e+06
54599,F,33,working,agriculture,not commuting,586561,-574602,-1.19875e+06
54600,M,999,retired,undef,not commuting,586561,-574602,-1.19875e+06
54601,F,36,working,publicsector,not commuting,586561,-574999,-1.1988e+06
54602,M,38,working,industry,not commuting,586561,-574999,-1.1988e+06
54603,M,56,working,health,15 to 30 min,586561,-574147,-1.19919e+06
54604,M,23,at home,undef,not commuting,586561,-574147,-1.19919e+06
54605,F,56,at home,undef,not commuting,586561,-574147,-1.19919e+06
54606,M,29,at home,undef,not commuting,586561,-574049,-1.19922e+06
