layer,sublayer,vertex1,vertex2, probability, intensity
24,-1,47198,34597,0.3,0.0679951
24,-1,47198,34397,0.3,0.0679951
24,-1,47946,53140,0.3,0.0679951
24,-1,48150,17625,0.3,0.0679951
24,-1,48411,26508,0.3,0.0679951
24,-1,48411,44548,0.3,0.0679951
24,-1,49374,14772,0.3,0.0679951
24,-1,49374,46773,0.3,0.0679951
24,-1,2545,18000,0.3,0.0679951
24,-1,2545,11142,0.3,0.0679951
24,-1,51947,6392,0.3,0.0679951
24,-1,51037,12232,0.3,0.0679951
24,-1,51000,36597,0.3,0.0679951
24,-1,53380,43472,0.3,0.0679951
24,-1,52113,46365,0.3,0.0679951
24,-1,52785,26905,0.3,0.0679951
24,-1,51663,50236,0.3,0.0679951
24,-1,51663,51091,0.3,0.0679951
24,-1,51845,50106,0.3,0.0679951
24,-1,56028,14744,0.3,0.0679951
24,-1,56028,20794,0.3,0.0679951
24,-1,12876,29954,0.3,0.0679951
24,-1,35907,42077,0.3,0.0679951
24,-1,53755,13848,0.3,0.0679951
24,-1,55262,13918,0.3,0.0679951
24,-1,55262,53324,0.3,0.0679951
24,-1,55262,49645,0.3,0.0679951
24,-1,55262,55992,0.3,0.0679951
24,-1,55262,6639,0.3,0.0679951
24,-1,42404,26608,0.3,0.0679951
24,-1,42404,21579,0.3,0.0679951
24,-1,42404,2113,0.3,0.0679951
24,-1,42404,40909,0.3,0.0679951
24,-1,51384,47079,0.3,0.0679951
24,-1,52543,19810,0.3,0.0679951
24,-1,52543,3639,0.3,0.0679951
24,-1,5693,50326,0.3,0.0679951
24,-1,5693,40742,0.3,0.0679951
24,-1,50502,17742,0.3,0.0679951
24,-1,50502,21136,0.3,0.0679951
24,-1,53797,48686,0.3,0.0679951
24,-1,53008,16051,0.3,0.0679951
24,-1,52882,29999,0.3,0.0679951
24,-1,53131,39694,0.3,0.0679951
24,-1,53131,34238,0.3,0.0679951
24,-1,51857,24512,0.3,0.0679951
24,-1,51857,6914,0.3,0.0679951
24,-1,51857,2154,0.3,0.0679951
24,-1,52305,29632,0.3,0.0679951
24,-1,53404,28827,0.3,0.0679951
24,-1,53796,48909,0.3,0.0679951
24,-1,53796,47771,0.3,0.0679951
24,-1,37960,10521,0.3,0.0679951
24,-1,37960,2351,0.3,0.0679951
24,-1,3444,46243,0.3,0.0679951
24,-1,3444,16790,0.3,0.0679951
24,-1,53302,17066,0.3,0.0679951
24,-1,52472,17524,0.3,0.0679951
24,-1,50909,51187,0.3,0.0679951
24,-1,50552,31067,0.3,0.0679951
24,-1,50552,21459,0.3,0.0679951
24,-1,50552,17322,0.3,0.0679951
24,-1,50552,16799,0.3,0.0679951
24,-1,52756,15585,0.3,0.0679951
24,-1,52756,7565,0.3,0.0679951
24,-1,51486,1477,0.3,0.0679951
24,-1,51486,51574,0.3,0.0679951
24,-1,51486,26679,0.3,0.0679951
24,-1,53920,5502,0.3,0.0679951
24,-1,53920,34987,0.3,0.0679951
24,-1,53920,50779,0.3,0.0679951
24,-1,53920,6013,0.3,0.0679951
24,-1,52059,1149,0.3,0.0679951
24,-1,52059,47806,0.3,0.0679951
24,-1,52537,21471,0.3,0.0679951
24,-1,52537,29903,0.3,0.0679951
24,-1,51745,38572,0.3,0.0679951
24,-1,51745,50931,0.3,0.0679951
24,-1,51745,4287,0.3,0.0679951
24,-1,51745,50480,0.3,0.0679951
24,-1,52798,34821,0.3,0.0679951
24,-1,53121,24344,0.3,0.0679951
24,-1,53121,4580,0.3,0.0679951
24,-1,53121,10239,0.3,0.0679951
24,-1,53121,18810,0.3,0.0679951
24,-1,52777,35345,0.3,0.0679951
24,-1,50700,38817,0.3,0.0679951
24,-1,50700,53959,0.3,0.0679951
24,-1,50700,6677,0.3,0.0679951
24,-1,50700,43345,0.3,0.0679951
24,-1,50700,26026,0.3,0.0679951
24,-1,10609,25274,0.3,0.0679951
24,-1,10609,50713,0.3,0.0679951
24,-1,10609,55155,0.3,0.0679951
24,-1,54160,1608,0.3,0.0679951
24,-1,10416,3923,0.3,0.0679951
24,-1,1604,21278,0.3,0.0679951
24,-1,54853,41695,0.3,0.0679951
24,-1,54853,34015,0.3,0.0679951
24,-1,54442,13796,0.3,0.0679951
24,-1,54442,31459,0.3,0.0679951
24,-1,54442,29950,0.3,0.0679951
24,-1,54827,29035,0.3,0.0679951
24,-1,55386,11906,0.3,0.0679951
24,-1,55386,24865,0.3,0.0679951
24,-1,55386,36037,0.3,0.0679951
24,-1,55375,50576,0.3,0.0679951
24,-1,56066,47572,0.3,0.0679951
24,-1,56066,6421,0.3,0.0679951
24,-1,55004,43564,0.3,0.0679951
24,-1,55746,9376,0.3,0.0679951
24,-1,55307,50700,0.3,0.0679951
24,-1,55233,53962,0.3,0.0679951
24,-1,55401,14790,0.3,0.0679951
24,-1,27255,30495,0.3,0.0679951
24,-1,1161,7460,0.3,0.0679951
24,-1,55904,8810,0.3,0.0679951
24,-1,55904,12163,0.3,0.0679951
24,-1,55543,6263,0.3,0.0679951
24,-1,55543,35382,0.3,0.0679951
24,-1,56019,36512,0.3,0.0679951
24,-1,56019,42349,0.3,0.0679951
24,-1,56019,1103,0.3,0.0679951
24,-1,56019,38442,0.3,0.0679951
24,-1,55509,33594,0.3,0.0679951
24,-1,55509,11058,0.3,0.0679951
24,-1,55509,48065,0.3,0.0679951
24,-1,21124,8062,0.3,0.0679951
24,-1,21124,54425,0.3,0.0679951
24,-1,55023,9205,0.3,0.0679951
24,-1,55039,28062,0.3,0.0679951
24,-1,55253,28123,0.3,0.0679951
24,-1,55253,9948,0.3,0.0679951
24,-1,55253,5122,0.3,0.0679951
24,-1,2883,28450,0.3,0.0679951
24,-1,2883,18553,0.3,0.0679951
24,-1,24149,42948,0.3,0.0679951
24,-1,54898,37327,0.3,0.0679951
24,-1,54898,12087,0.3,0.0679951
24,-1,54898,32976,0.3,0.0679951
24,-1,55176,21869,0.3,0.0679951
24,-1,676,52762,0.3,0.0679951
24,-1,676,31735,0.3,0.0679951
28,28,4492,30934,0.3,0.0543961
28,28,29667,35700,0.3,0.0543961
28,28,30798,55356,0.3,0.0543961
28,28,30798,7656,0.3,0.0543961
28,28,55356,7656,0.3,0.0543961
28,28,43874,41071,0.3,0.0543961
28,28,41071,17739,0.3,0.0543961
28,28,41071,44437,0.3,0.0543961
28,28,17739,44437,0.3,0.0543961
28,28,17739,17537,0.3,0.0543961
28,28,17739,11937,0.3,0.0543961
28,28,44437,17537,0.3,0.0543961
28,28,44437,11937,0.3,0.0543961
28,28,44437,55128,0.3,0.0543961
28,28,44437,31275,0.3,0.0543961
28,28,44437,48780,0.3,0.0543961
28,28,17537,11937,0.3,0.0543961
28,28,17537,55128,0.3,0.0543961
28,28,17537,31275,0.3,0.0543961
28,28,17537,48780,0.3,0.0543961
28,28,11937,55128,0.3,0.0543961
28,28,11937,31275,0.3,0.0543961
28,28,11937,48780,0.3,0.0543961
28,28,11937,35383,0.3,0.0543961
28,28,55128,31275,0.3,0.0543961
28,28,55128,48780,0.3,0.0543961
28,28,55128,35383,0.3,0.0543961
28,28,55128,40799,0.3,0.0543961
28,28,31275,48780,0.3,0.0543961
28,28,31275,35383,0.3,0.0543961
28,28,31275,40799,0.3,0.0543961
28,28,48780,35383,0.3,0.0543961
28,28,48780,40799,0.3,0.0543961
28,28,35383,40799,0.3,0.0543961
28,28,35383,35466,0.3,0.0543961
28,28,40799,35466,0.3,0.0543961
28,28,35466,30685,0.3,0.0543961
28,28,30685,33015,0.3,0.0543961
28,28,30685,24593,0.3,0.0543961
28,28,33015,24593,0.3,0.0543961
28,28,24593,42204,0.3,0.0543961
28,28,42204,11743,0.3,0.0543961
28,28,42204,22463,0.3,0.0543961
28,28,42204,33155,0.3,0.0543961
28,28,42204,4697,0.3,0.0543961
28,28,11743,22463,0.3,0.0543961
28,28,11743,33155,0.3,0.0543961
28,28,11743,4697,0.3,0.0543961
28,28,22463,33155,0.3,0.0543961
28,28,22463,4697,0.3,0.0543961
28,28,33155,4697,0.3,0.0543961
28,28,33155,30719,0.3,0.0543961
28,28,4697,30719,0.3,0.0543961
28,28,30719,19929,0.3,0.0543961
28,28,30719,34419,0.3,0.0543961
28,28,19929,34419,0.3,0.0543961
28,28,19929,31371,0.3,0.0543961
28,28,34419,31371,0.3,0.0543961
28,28,44142,29633,0.3,0.0543961
28,28,44142,35413,0.3,0.0543961
28,28,29633,35413,0.3,0.0543961
28,28,29633,43815,0.3,0.0543961
28,28,29633,32149,0.3,0.0543961
28,28,35413,43815,0.3,0.0543961
28,28,35413,32149,0.3,0.0543961
28,28,43815,32149,0.3,0.0543961
28,28,43815,5715,0.3,0.0543961
28,28,43815,45724,0.3,0.0543961
28,28,32149,5715,0.3,0.0543961
28,28,32149,45724,0.3,0.0543961
28,28,5715,45724,0.3,0.0543961
28,28,13464,39037,0.3,0.0543961
28,28,13464,14405,0.3,0.0543961
28,28,13464,19051,0.3,0.0543961
28,28,13464,25472,0.3,0.0543961
28,28,39037,14405,0.3,0.0543961
28,28,39037,19051,0.3,0.0543961
28,28,39037,25472,0.3,0.0543961
28,28,14405,19051,0.3,0.0543961
28,28,14405,25472,0.3,0.0543961
28,28,19051,25472,0.3,0.0543961
28,28,31120,33746,0.3,0.0543961
28,28,31120,30622,0.3,0.0543961
28,28,31120,36537,0.3,0.0543961
28,28,31120,10452,0.3,0.0543961
28,28,33746,30622,0.3,0.0543961
28,28,33746,36537,0.3,0.0543961
28,28,33746,10452,0.3,0.0543961
28,28,30622,36537,0.3,0.0543961
28,28,30622,10452,0.3,0.0543961
28,28,36537,10452,0.3,0.0543961
28,28,36537,46743,0.3,0.0543961
28,28,10452,46743,0.3,0.0543961
28,28,46743,34491,0.3,0.0543961
28,28,46743,29749,0.3,0.0543961
28,28,34491,29749,0.3,0.0543961
28,28,34491,31687,0.3,0.0543961
28,28,29749,31687,0.3,0.0543961
28,28,31687,30187,0.3,0.0543961
28,28,30187,52837,0.3,0.0543961
28,28,52837,35414,0.3,0.0543961
28,28,34118,42076,0.3,0.0543961
28,28,34118,48521,0.3,0.0543961
28,28,42076,48521,0.3,0.0543961
28,28,42076,31374,0.3,0.0543961
28,28,42076,30495,0.3,0.0543961
28,28,48521,31374,0.3,0.0543961
28,28,48521,30495,0.3,0.0543961
28,28,31374,30495,0.3,0.0543961
28,28,30849,29008,0.3,0.0543961
28,28,35339,30467,0.3,0.0543961
28,28,34439,34453,0.3,0.0543961
28,28,34453,29567,0.3,0.0543961
28,28,1258,32032,0.3,0.0543961
28,28,1258,31977,0.3,0.0543961
28,28,32032,31977,0.3,0.0543961
28,28,31977,41471,0.3,0.0543961
28,28,41471,32774,0.3,0.0543961
28,28,32774,45183,0.3,0.0543961
28,28,55939,29982,0.3,0.0543961
28,28,29982,10609,0.3,0.0543961
28,28,29982,41311,0.3,0.0543961
28,28,10609,41311,0.3,0.0543961
28,28,10609,37066,0.3,0.0543961
28,28,10609,47690,0.3,0.0543961
28,28,10609,31938,0.3,0.0543961
28,28,41311,37066,0.3,0.0543961
28,28,41311,47690,0.3,0.0543961
28,28,41311,31938,0.3,0.0543961
28,28,41311,46328,0.3,0.0543961
28,28,37066,47690,0.3,0.0543961
28,28,37066,31938,0.3,0.0543961
28,28,37066,46328,0.3,0.0543961
28,28,47690,31938,0.3,0.0543961
28,28,47690,46328,0.3,0.0543961
28,28,31938,46328,0.3,0.0543961
28,28,46328,38074,0.3,0.0543961
28,28,46328,46941,0.3,0.0543961
28,28,38074,46941,0.3,0.0543961
28,28,38074,53044,0.3,0.0543961
28,28,46941,53044,0.3,0.0543961
28,28,53044,32024,0.3,0.0543961
28,28,53044,27762,0.3,0.0543961
28,28,32024,27762,0.3,0.0543961
28,28,19899,34238,0.3,0.0543961
28,28,19899,34371,0.3,0.0543961
28,28,34238,34371,0.3,0.0543961
28,28,34371,38624,0.3,0.0543961
28,28,38624,32499,0.3,0.0543961
28,28,34740,55938,0.3,0.0543961
28,28,34740,43158,0.3,0.0543961
28,28,55938,43158,0.3,0.0543961
28,29,652,35112,0.3,0.0543961
28,29,31907,44585,0.3,0.0543961
28,29,31907,32228,0.3,0.0543961
28,29,44585,32228,0.3,0.0543961
28,29,32228,35088,0.3,0.0543961
28,29,35088,34101,0.3,0.0543961
28,29,30699,34488,0.3,0.0543961
28,29,30699,30199,0.3,0.0543961
28,29,30699,32186,0.3,0.0543961
28,29,30699,30418,0.3,0.0543961
28,29,34488,30199,0.3,0.0543961
28,29,34488,32186,0.3,0.0543961
28,29,34488,30418,0.3,0.0543961
28,29,34488,35196,0.3,0.0543961
28,29,30199,32186,0.3,0.0543961
28,29,30199,30418,0.3,0.0543961
28,29,30199,35196,0.3,0.0543961
28,29,32186,30418,0.3,0.0543961
28,29,32186,35196,0.3,0.0543961
28,29,32186,52910,0.3,0.0543961
28,29,30418,35196,0.3,0.0543961
28,29,30418,52910,0.3,0.0543961
28,29,35196,52910,0.3,0.0543961
28,29,33555,40499,0.3,0.0543961
28,29,33555,50036,0.3,0.0543961
28,29,33555,25399,0.3,0.0543961
28,29,33555,24215,0.3,0.0543961
28,29,40499,50036,0.3,0.0543961
28,29,40499,25399,0.3,0.0543961
28,29,40499,24215,0.3,0.0543961
28,29,40499,29734,0.3,0.0543961
28,29,50036,25399,0.3,0.0543961
28,29,50036,24215,0.3,0.0543961
28,29,50036,29734,0.3,0.0543961
28,29,25399,24215,0.3,0.0543961
28,29,25399,29734,0.3,0.0543961
28,29,25399,32555,0.3,0.0543961
28,29,24215,29734,0.3,0.0543961
28,29,24215,32555,0.3,0.0543961
28,29,24215,10037,0.3,0.0543961
28,29,24215,36282,0.3,0.0543961
28,29,29734,32555,0.3,0.0543961
28,29,29734,10037,0.3,0.0543961
28,29,29734,36282,0.3,0.0543961
28,29,29734,30133,0.3,0.0543961
28,29,29734,30482,0.3,0.0543961
28,29,32555,10037,0.3,0.0543961
28,29,32555,36282,0.3,0.0543961
28,29,32555,30133,0.3,0.0543961
28,29,32555,30482,0.3,0.0543961
28,29,32555,48057,0.3,0.0543961
28,29,10037,36282,0.3,0.0543961
28,29,10037,30133,0.3,0.0543961
28,29,10037,30482,0.3,0.0543961
28,29,10037,48057,0.3,0.0543961
28,29,36282,30133,0.3,0.0543961
28,29,36282,30482,0.3,0.0543961
28,29,36282,48057,0.3,0.0543961
28,29,30133,30482,0.3,0.0543961
28,29,30133,48057,0.3,0.0543961
28,29,30482,48057,0.3,0.0543961
28,29,32743,31727,0.3,0.0543961
28,29,33125,33557,0.3,0.0543961
28,29,33125,33421,0.3,0.0543961
28,29,33125,34709,0.3,0.0543961
28,29,33557,33421,0.3,0.0543961
28,29,33557,34709,0.3,0.0543961
28,29,33557,32203,0.3,0.0543961
28,29,33421,34709,0.3,0.0543961
28,29,33421,32203,0.3,0.0543961
28,29,33421,19912,0.3,0.0543961
28,29,34709,32203,0.3,0.0543961
28,29,34709,19912,0.3,0.0543961
28,29,32203,19912,0.3,0.0543961
28,29,19912,32578,0.3,0.0543961
28,29,34131,4646,0.3,0.0543961
28,29,41931,53955,0.3,0.0543961
28,29,41931,30364,0.3,0.0543961
28,29,53955,30364,0.3,0.0543961
28,29,53955,29907,0.3,0.0543961
28,29,30364,29907,0.3,0.0543961
28,29,676,20000,0.3,0.0543961
28,29,676,27849,0.3,0.0543961
28,29,676,29917,0.3,0.0543961
28,29,20000,27849,0.3,0.0543961
28,29,20000,29917,0.3,0.0543961
28,29,27849,29917,0.3,0.0543961
28,29,26038,33994,0.3,0.0543961
28,29,51034,33271,0.3,0.0543961
28,29,51034,10543,0.3,0.0543961
28,29,51034,20212,0.3,0.0543961
28,29,51034,33590,0.3,0.0543961
28,29,33271,10543,0.3,0.0543961
28,29,33271,20212,0.3,0.0543961
28,29,33271,33590,0.3,0.0543961
28,29,10543,20212,0.3,0.0543961
28,29,10543,33590,0.3,0.0543961
28,29,10543,30085,0.3,0.0543961
28,29,20212,33590,0.3,0.0543961
28,29,20212,30085,0.3,0.0543961
28,29,33590,30085,0.3,0.0543961
28,29,19519,33101,0.3,0.0543961
28,29,47511,38431,0.3,0.0543961
28,29,47511,55183,0.3,0.0543961
28,29,38431,55183,0.3,0.0543961
28,29,55183,34016,0.3,0.0543961
28,29,30433,34273,0.3,0.0543961
28,29,34273,43201,0.3,0.0543961
28,29,34273,31877,0.3,0.0543961
28,29,34273,4601,0.3,0.0543961
28,29,34273,35174,0.3,0.0543961
28,29,43201,31877,0.3,0.0543961
28,29,43201,4601,0.3,0.0543961
28,29,43201,35174,0.3,0.0543961
28,29,31877,4601,0.3,0.0543961
28,29,31877,35174,0.3,0.0543961
28,29,4601,35174,0.3,0.0543961
28,29,35232,28102,0.3,0.0543961
28,29,35232,35592,0.3,0.0543961
28,29,28102,35592,0.3,0.0543961
28,29,28102,48297,0.3,0.0543961
28,29,35592,48297,0.3,0.0543961
28,29,31389,11101,0.3,0.0543961
28,29,31389,34390,0.3,0.0543961
28,29,31389,42486,0.3,0.0543961
28,29,11101,34390,0.3,0.0543961
28,29,11101,42486,0.3,0.0543961
28,29,34390,42486,0.3,0.0543961
28,29,34390,39855,0.3,0.0543961
28,29,42486,39855,0.3,0.0543961
28,29,39855,29895,0.3,0.0543961
28,29,29895,55778,0.3,0.0543961
28,29,55778,44679,0.3,0.0543961
28,29,55778,34683,0.3,0.0543961
28,29,44679,34683,0.3,0.0543961
28,29,34683,29954,0.3,0.0543961
28,29,34683,45361,0.3,0.0543961
28,29,29954,45361,0.3,0.0543961
28,29,29954,18725,0.3,0.0543961
28,29,45361,18725,0.3,0.0543961
28,29,45361,48219,0.3,0.0543961
28,29,18725,48219,0.3,0.0543961
28,29,48219,26608,0.3,0.0543961
28,29,26608,30469,0.3,0.0543961
28,29,26608,30262,0.3,0.0543961
28,29,26608,53031,0.3,0.0543961
28,29,30469,30262,0.3,0.0543961
28,29,30469,53031,0.3,0.0543961
28,29,30469,49688,0.3,0.0543961
28,29,30262,53031,0.3,0.0543961
28,29,30262,49688,0.3,0.0543961
28,29,53031,49688,0.3,0.0543961
28,29,34374,34485,0.3,0.0543961
28,29,34374,30877,0.3,0.0543961
28,29,34374,20409,0.3,0.0543961
28,29,34485,30877,0.3,0.0543961
28,29,34485,20409,0.3,0.0543961
28,29,34485,37476,0.3,0.0543961
28,29,30877,20409,0.3,0.0543961
28,29,30877,37476,0.3,0.0543961
28,29,20409,37476,0.3,0.0543961
28,29,20409,32485,0.3,0.0543961
28,29,37476,32485,0.3,0.0543961
28,29,32485,33803,0.3,0.0543961
28,29,32485,25479,0.3,0.0543961
28,29,32485,31659,0.3,0.0543961
28,29,33803,25479,0.3,0.0543961
28,29,33803,31659,0.3,0.0543961
28,29,33803,30658,0.3,0.0543961
28,29,25479,31659,0.3,0.0543961
28,29,25479,30658,0.3,0.0543961
28,29,25479,31934,0.3,0.0543961
28,29,31659,30658,0.3,0.0543961
28,29,31659,31934,0.3,0.0543961
28,29,30658,31934,0.3,0.0543961
28,29,30658,30003,0.3,0.0543961
28,29,30658,31205,0.3,0.0543961
28,29,31934,30003,0.3,0.0543961
28,29,31934,31205,0.3,0.0543961
28,29,31934,32593,0.3,0.0543961
28,29,30003,31205,0.3,0.0543961
28,29,30003,32593,0.3,0.0543961
28,29,30003,38024,0.3,0.0543961
28,29,31205,32593,0.3,0.0543961
28,29,31205,38024,0.3,0.0543961
28,29,32593,38024,0.3,0.0543961
28,29,33435,6566,0.3,0.0543961
28,29,33435,33726,0.3,0.0543961
28,29,33435,40485,0.3,0.0543961
28,29,6566,33726,0.3,0.0543961
28,29,6566,40485,0.3,0.0543961
28,29,33726,40485,0.3,0.0543961
28,29,33726,34017,0.3,0.0543961
28,29,33726,33047,0.3,0.0543961
28,29,40485,34017,0.3,0.0543961
28,29,40485,33047,0.3,0.0543961
28,29,40485,24576,0.3,0.0543961
28,29,34017,33047,0.3,0.0543961
28,29,34017,24576,0.3,0.0543961
28,29,33047,24576,0.3,0.0543961
28,29,24576,32376,0.3,0.0543961
28,29,32376,34560,0.3,0.0543961
28,29,32376,32446,0.3,0.0543961
28,29,32376,54627,0.3,0.0543961
28,29,34560,32446,0.3,0.0543961
28,29,34560,54627,0.3,0.0543961
28,29,34560,34852,0.3,0.0543961
28,29,32446,54627,0.3,0.0543961
28,29,32446,34852,0.3,0.0543961
28,29,54627,34852,0.3,0.0543961
28,29,54627,45368,0.3,0.0543961
28,29,34852,45368,0.3,0.0543961
28,29,45368,30752,0.3,0.0543961
28,29,45368,32320,0.3,0.0543961
28,29,30752,32320,0.3,0.0543961
28,33,37215,44516,0.3,0.0543961
28,33,44516,5705,0.3,0.0543961
28,33,44516,14243,0.3,0.0543961
28,33,5705,14243,0.3,0.0543961
28,33,6397,28763,0.3,0.0543961
28,33,6397,37273,0.3,0.0543961
28,33,28763,37273,0.3,0.0543961
28,33,28763,21922,0.3,0.0543961
28,33,37273,21922,0.3,0.0543961
28,33,37273,36309,0.3,0.0543961
28,33,21922,36309,0.3,0.0543961
28,33,21922,36327,0.3,0.0543961
28,33,36309,36327,0.3,0.0543961
28,33,36309,27497,0.3,0.0543961
28,33,36309,30507,0.3,0.0543961
28,33,36327,27497,0.3,0.0543961
28,33,36327,30507,0.3,0.0543961
28,33,27497,30507,0.3,0.0543961
28,33,27497,18640,0.3,0.0543961
28,33,27497,32684,0.3,0.0543961
28,33,27497,45554,0.3,0.0543961
28,33,27497,36523,0.3,0.0543961
28,33,30507,18640,0.3,0.0543961
28,33,30507,32684,0.3,0.0543961
28,33,30507,45554,0.3,0.0543961
28,33,30507,36523,0.3,0.0543961
28,33,30507,15347,0.3,0.0543961
28,33,18640,32684,0.3,0.0543961
28,33,18640,45554,0.3,0.0543961
28,33,18640,36523,0.3,0.0543961
28,33,18640,15347,0.3,0.0543961
28,33,32684,45554,0.3,0.0543961
28,33,32684,36523,0.3,0.0543961
28,33,32684,15347,0.3,0.0543961
28,33,45554,36523,0.3,0.0543961
28,33,45554,15347,0.3,0.0543961
28,33,36523,15347,0.3,0.0543961
28,33,37842,37663,0.3,0.0543961
28,33,37842,36131,0.3,0.0543961
28,33,37663,36131,0.3,0.0543961
28,33,37663,38160,0.3,0.0543961
28,33,37663,22289,0.3,0.0543961
28,33,36131,38160,0.3,0.0543961
28,33,36131,22289,0.3,0.0543961
28,33,38160,22289,0.3,0.0543961
28,33,5150,55167,0.3,0.0543961
28,33,33073,19531,0.3,0.0543961
28,33,33073,37051,0.3,0.0543961
28,33,33073,37222,0.3,0.0543961
28,33,19531,37051,0.3,0.0543961
28,33,19531,37222,0.3,0.0543961
28,33,37051,37222,0.3,0.0543961
28,33,37051,38813,0.3,0.0543961
28,33,37222,38813,0.3,0.0543961
28,33,37222,34486,0.3,0.0543961
28,33,38813,34486,0.3,0.0543961
28,33,38813,38254,0.3,0.0543961
28,33,34486,38254,0.3,0.0543961
28,33,34486,1945,0.3,0.0543961
28,33,38254,1945,0.3,0.0543961
28,33,38254,36242,0.3,0.0543961
28,33,38254,15612,0.3,0.0543961
28,33,38254,39054,0.3,0.0543961
28,33,1945,36242,0.3,0.0543961
28,33,1945,15612,0.3,0.0543961
28,33,1945,39054,0.3,0.0543961
28,33,1945,39764,0.3,0.0543961
28,33,36242,15612,0.3,0.0543961
28,33,36242,39054,0.3,0.0543961
28,33,36242,39764,0.3,0.0543961
28,33,15612,39054,0.3,0.0543961
28,33,15612,39764,0.3,0.0543961
28,33,39054,39764,0.3,0.0543961
28,33,39764,47322,0.3,0.0543961
28,33,39764,45296,0.3,0.0543961
28,33,47322,45296,0.3,0.0543961
28,33,47322,2182,0.3,0.0543961
28,33,45296,2182,0.3,0.0543961
28,33,2182,35796,0.3,0.0543961
28,33,35796,46019,0.3,0.0543961
28,33,35796,36890,0.3,0.0543961
28,33,46019,36890,0.3,0.0543961
28,33,849,13025,0.3,0.0543961
28,33,849,34767,0.3,0.0543961
28,33,849,24713,0.3,0.0543961
28,33,13025,34767,0.3,0.0543961
28,33,13025,24713,0.3,0.0543961
28,33,34767,24713,0.3,0.0543961
28,33,24713,26576,0.3,0.0543961
28,33,24713,38762,0.3,0.0543961
28,33,26576,38762,0.3,0.0543961
28,33,37368,36661,0.3,0.0543961
28,33,37368,40442,0.3,0.0543961
28,33,36661,40442,0.3,0.0543961
28,33,40442,48180,0.3,0.0543961
28,33,48180,5089,0.3,0.0543961
28,33,15157,38389,0.3,0.0543961
28,33,15157,14662,0.3,0.0543961
28,33,38389,14662,0.3,0.0543961
28,33,37204,38049,0.3,0.0543961
28,33,38049,19124,0.3,0.0543961
28,33,19124,38225,0.3,0.0543961
28,33,42393,31952,0.3,0.0543961
28,33,42393,36382,0.3,0.0543961
28,33,31952,36382,0.3,0.0543961
28,33,5642,28008,0.3,0.0543961
28,33,16479,10869,0.3,0.0543961
28,33,16479,39484,0.3,0.0543961
28,33,16479,28774,0.3,0.0543961
28,33,10869,39484,0.3,0.0543961
28,33,10869,28774,0.3,0.0543961
28,33,39484,28774,0.3,0.0543961
28,33,39484,27743,0.3,0.0543961
28,33,28774,27743,0.3,0.0543961
28,33,27743,5544,0.3,0.0543961
28,33,5544,8652,0.3,0.0543961
28,33,5544,35549,0.3,0.0543961
28,33,8652,35549,0.3,0.0543961
28,33,8652,51083,0.3,0.0543961
28,33,35549,51083,0.3,0.0543961
28,33,35549,13225,0.3,0.0543961
28,33,51083,13225,0.3,0.0543961
28,33,19856,52730,0.3,0.0543961
28,33,19856,39585,0.3,0.0543961
28,33,19856,21179,0.3,0.0543961
28,33,52730,39585,0.3,0.0543961
28,33,52730,21179,0.3,0.0543961
28,33,39585,21179,0.3,0.0543961
28,33,39925,39798,0.3,0.0543961
28,33,28729,6668,0.3,0.0543961
28,33,28729,54386,0.3,0.0543961
28,33,6668,54386,0.3,0.0543961
28,33,6668,9104,0.3,0.0543961
28,33,6668,20718,0.3,0.0543961
28,33,54386,9104,0.3,0.0543961
28,33,54386,20718,0.3,0.0543961
28,33,54386,44673,0.3,0.0543961
28,33,54386,11150,0.3,0.0543961
28,33,9104,20718,0.3,0.0543961
28,33,9104,44673,0.3,0.0543961
28,33,9104,11150,0.3,0.0543961
28,33,20718,44673,0.3,0.0543961
28,33,20718,11150,0.3,0.0543961
28,33,44673,11150,0.3,0.0543961
28,33,11150,26497,0.3,0.0543961
28,33,38019,34362,0.3,0.0543961
28,33,38019,37218,0.3,0.0543961
28,33,34362,37218,0.3,0.0543961
28,33,37218,38904,0.3,0.0543961
28,33,38904,38723,0.3,0.0543961
28,33,38904,40440,0.3,0.0543961
28,33,38723,40440,0.3,0.0543961
28,33,38723,38200,0.3,0.0543961
28,33,40440,38200,0.3,0.0543961
28,33,40440,32737,0.3,0.0543961
28,33,38200,32737,0.3,0.0543961
28,33,38200,52393,0.3,0.0543961
28,33,32737,52393,0.3,0.0543961
28,33,32737,33569,0.3,0.0543961
28,33,52393,33569,0.3,0.0543961
28,33,33569,38929,0.3,0.0543961
28,33,38929,28669,0.3,0.0543961
28,33,28669,38073,0.3,0.0543961
28,33,38073,49072,0.3,0.0543961
28,33,49072,38669,0.3,0.0543961
28,33,49072,6957,0.3,0.0543961
28,33,38669,6957,0.3,0.0543961
28,33,38669,37235,0.3,0.0543961
28,33,6957,37235,0.3,0.0543961
28,33,6957,38479,0.3,0.0543961
28,33,6957,1408,0.3,0.0543961
28,33,37235,38479,0.3,0.0543961
28,33,37235,1408,0.3,0.0543961
28,33,37235,37768,0.3,0.0543961
28,33,38479,1408,0.3,0.0543961
28,33,38479,37768,0.3,0.0543961
28,33,38479,38365,0.3,0.0543961
28,33,38479,37369,0.3,0.0543961
28,33,1408,37768,0.3,0.0543961
28,33,1408,38365,0.3,0.0543961
28,33,1408,37369,0.3,0.0543961
28,33,37768,38365,0.3,0.0543961
