type ,sex, age, ecactivity, worktype, commutetime, town,x,y
1283,M,1.5,at home,undef,not commuting,529796,1052.98,5565.6
1284,F,8,student,undef,not commuting,529796,1052.98,5565.6
1285,F,5.5,at home,undef,not commuting,529796,1052.61,5566.04
1286,F,72.5,retired,undef,not commuting,529796,1052.61,5566.04
1287,F,37.5,working,industry,15 to 30 min,529796,1052.61,5566.04
1288,M,8,student,undef,not commuting,529796,1052.61,5566.04
1289,M,42.5,working,industry,30 to 45 mins,529796,1052.61,5566.04
1290,M,3.5,at home,undef,not commuting,529796,1052.61,5566.04
1291,F,47.5,working,adminetc,not commuting,529796,1052.61,5566.04
1292,F,77.5,retired,undef,not commuting,529796,1052.89,5566.02
1293,F,22.5,at home,undef,not commuting,529796,1052.89,5566.02
1294,F,77.5,retired,undef,not commuting,529796,1052.89,5566.02
1295,F,27.5,working,industry,not commuting,529796,1052.89,5566.02
1296,F,37.5,working,industry,15 to 30 min,529796,1052.89,5566.02
1297,M,62.5,retired,undef,not commuting,529796,1052.89,5566.02
1298,F,22.5,at home,undef,not commuting,529796,1052.89,5566.02
1299,F,5.5,at home,undef,not commuting,777777,1051.83,5567.86
1300,M,37.5,working,tradeandmoto,not commuting,777777,1051.62,5567.64
1301,F,62.5,working,health,not commuting,777777,1051.62,5567.64
1302,M,12.5,student,undef,not commuting,777777,1051.6,5567.85
1303,M,57.5,working,industry,45 to 60 mins,777777,1051.6,5567.85
1304,M,37.5,working,publicsector,15 to 30 min,777777,1051.6,5567.85
1305,M,37.5,working,health,not commuting,777777,1051.83,5567.85
1306,M,16.5,student,undef,60 to 90 mins,777777,1051.83,5567.85
1307,F,57.5,working,industry,not commuting,777777,1051.83,5567.85
1308,F,47.5,at home,undef,not commuting,777777,1051.83,5567.85
1309,M,27.5,working,banks,not commuting,777777,1051.82,5567.84
1310,M,37.5,working,construction,30 to 45 mins,777777,1051.82,5567.84
1311,M,52.5,working,eatinghousing,15 to 30 min,777777,1051.82,5567.84
1312,F,27.5,working,it,30 to 45 mins,777777,1051.82,5567.84
1313,F,77.5,retired,undef,not commuting,777777,1051.82,5567.84
1314,M,77.5,retired,undef,not commuting,777777,1051.69,5567.87
1315,M,72.5,retired,undef,not commuting,777777,1051.69,5567.87
1316,M,32.5,working,it,not commuting,777777,1051.69,5567.87
1317,M,22.5,at home,undef,not commuting,777777,1051.69,5567.87
1318,M,37.5,at home,undef,not commuting,777777,1051.69,5567.87
1319,F,1.5,at home,undef,not commuting,777777,1051.69,5567.87
1320,M,22.5,working,banks,45 to 60 mins,777777,1051.69,5567.87
